"gene","beta_T","p_T","beta_C","p_C","r_grade_T","r_grade_C","p_T_BH","qc_ok","prognostic_T","replicated","signflip"
"SNORD3B-1",0.349490788902191,5.62749336713045e-14,0.185177721008036,0.00370864466514734,0.540266644464982,0.261813397067408,1.04600248459674e-13,TRUE,TRUE,TRUE,FALSE
"MOG",-0.179803410792943,0.000795730881723663,-0.06865226727292,0.334131987406127,-0.40383426231603,-0.250280514630772,0.000920984816809795,TRUE,TRUE,FALSE,FALSE
"MOBP",-0.227130322010213,9.03808200112334e-05,-0.133373625396155,0.0670960189973017,-0.463813342719247,-0.280793519296199,0.000109685461178681,TRUE,TRUE,FALSE,FALSE
"CHGA",-0.499376321586184,1.64926255047018e-17,-0.564178409289923,4.70247942114552e-15,-0.53473970063644,-0.323795477427607,4.48169171323417e-17,TRUE,TRUE,TRUE,FALSE
"CD163",0.530564730085604,1.25188912219358e-20,0.365702949710966,3.32362142854037e-09,0.60377663124053,0.405610051109524,4.96781397695866e-20,TRUE,TRUE,TRUE,FALSE
"PACSIN1",-0.375194634480894,2.97055478892449e-09,-0.426532526389065,5.66551987168796e-08,-0.442718555414606,-0.319004352761952,4.34291635807674e-09,TRUE,TRUE,TRUE,FALSE
"CAMK2A",-0.226003513227349,0.000142292830870436,-0.306760810933576,3.00549406625138e-05,-0.305883789777639,-0.277619340252211,0.000170614905120426,TRUE,TRUE,TRUE,FALSE
"METTL7B",0.564097276342928,7.65198677860426e-22,0.521719999531169,1.84684324810394e-16,0.573338031968169,0.46648274616615,3.54258647157605e-21,TRUE,TRUE,TRUE,FALSE
"NNAT",0.0988750500883913,0.0676361778135333,0.081402794084978,0.26745683927364,0.00636514434548739,0.00704944774318181,0.0714970167162086,FALSE,FALSE,FALSE,FALSE
"OPALIN",-0.249178637589064,4.90498309143843e-05,-0.161385300874506,0.030576431529639,-0.439896702828038,-0.276871216922946,6.05553468078818e-05,TRUE,TRUE,TRUE,FALSE
"KLRC2",-0.528135318054164,1.75602275015515e-17,-0.315150360161195,1.38790064459235e-05,-0.494276647394693,-0.243236057236064,4.73908767389595e-17,TRUE,TRUE,TRUE,FALSE
"SNAP25",-0.382177541137093,9.78247646216686e-12,-0.397007907001192,2.89072010028399e-08,-0.431310342892209,-0.300983475555376,1.63586562912489e-11,TRUE,TRUE,TRUE,FALSE
"MOXD1",0.524327287054694,2.93867529369098e-20,0.491148762307843,6.56103087174293e-14,0.507460908904542,0.264990690086609,1.11313458094355e-19,TRUE,TRUE,TRUE,FALSE
"MT-RNR2",-0.499611320005345,1.07832996170945e-23,-0.244595245639203,0.000102672601050721,-0.718309991920289,-0.243612358812317,7.28601325479356e-23,TRUE,TRUE,TRUE,FALSE
"TPTEP1",-0.408922086005477,7.02317011071159e-08,-0.265371478459115,0.00155896618526722,-0.524911996479916,-0.36364822623493,9.6472116905379e-08,TRUE,TRUE,TRUE,FALSE
"SLN",0.204528762276929,4.36703450513939e-05,0.213169269846048,0.00123751639643118,0.369752279925303,0.272048796977401,5.40474567467747e-05,TRUE,TRUE,TRUE,FALSE
"MMP9",0.48374916226227,7.49696585666758e-21,0.398457217127141,3.78174442307145e-12,0.668246931130086,0.55136125326679,3.04754709620633e-20,TRUE,TRUE,TRUE,FALSE
"IL13RA2",0.471082089966817,3.89385479196445e-17,0.552716659477532,3.4808271331997e-17,0.493065538325658,0.345731093003265,9.93330304072564e-17,TRUE,TRUE,TRUE,FALSE
"SELL",-0.453850063984637,2.25859776592611e-12,-0.536368069591917,5.96144357335121e-10,-0.550475031263427,-0.32264553246463,3.90760859156766e-12,TRUE,TRUE,TRUE,FALSE
"LINC00689",-0.391318313465635,2.85803864743646e-10,-0.292438657453209,0.000174737647271659,-0.330453024130941,-0.239170783446219,4.45177359413778e-10,TRUE,TRUE,TRUE,FALSE
"CRTAC1",-0.709618693148399,2.06157424151366e-31,-0.618399017746591,3.08741088070088e-18,-0.691527865991253,-0.450859486259005,1.27132199865703e-29,TRUE,TRUE,TRUE,FALSE
"SST",-0.392498548235777,8.23073554317281e-11,-0.324649398950837,9.23562174710698e-06,-0.53616456375022,-0.286134348152888,1.32326937993132e-10,TRUE,TRUE,TRUE,FALSE
"CHGB",-0.581533377290532,4.36329476563317e-23,-0.606290208410683,5.09669203227684e-17,-0.633566494161102,-0.37501450729492,2.56664397978422e-22,TRUE,TRUE,TRUE,FALSE
"SYN1",-0.487162690686089,1.30285880393401e-17,-0.591359473279803,1.96190631234615e-14,-0.592323549075204,-0.330445033728837,3.59905746943097e-17,TRUE,TRUE,TRUE,FALSE
"VGF",0.0723103509548891,0.182755235005593,-0.00636708911775311,0.93002885338473,0.0719466333799202,0.0585243788501762,0.191166563813382,FALSE,FALSE,FALSE,FALSE
"FMOD",0.43066274987499,4.4410607721684e-17,0.343893390651386,3.71963918697426e-09,0.56714281568007,0.312688757219721,1.12147999297182e-16,TRUE,TRUE,TRUE,FALSE
"PI3",0.352240333229395,1.42439366792384e-13,0.242496200462384,1.88086093119859e-05,0.486072607140561,0.369237685187718,2.58980666895244e-13,TRUE,TRUE,TRUE,FALSE
"OLIG1",-0.492868096633473,7.991457373173e-25,-0.310376536940404,3.12627407769122e-06,-0.617386811319617,-0.212197988972492,7.68409362805096e-24,TRUE,TRUE,TRUE,FALSE
"IGHG1",0.146122149392815,0.00305928652707398,0.171289055522918,0.00682964396062372,0.266881798878225,0.236304921599181,0.00342969341600222,TRUE,TRUE,TRUE,FALSE
"ERMN",-0.147178255751933,0.00790045952711107,-0.0881169544996205,0.218625975257551,-0.37746199427337,-0.223665687198428,0.00872015400343385,TRUE,TRUE,FALSE,FALSE
"SYT1",-0.270625743463435,4.8980054800584e-06,-0.262131617460038,0.000261128022389007,-0.339258573149174,-0.245852810714976,6.36104607799792e-06,TRUE,TRUE,TRUE,FALSE
"NTSR2",-0.421867170429932,2.02420519055906e-13,-0.356553941622483,7.41762714655385e-07,-0.571110940316362,-0.339023819323594,3.6537999829586e-13,TRUE,TRUE,TRUE,FALSE
"TNR",-0.488829818347984,1.59716192219178e-22,-0.581533735409078,1.61158079140303e-15,-0.586995815503327,-0.466240382615402,8.31855167808221e-22,TRUE,TRUE,TRUE,FALSE
"CRLF1",-0.492848630859845,4.93597845820829e-14,-0.542890580520126,9.85940645349268e-12,-0.510750891277502,-0.311812480344086,9.20891503397069e-14,TRUE,TRUE,TRUE,FALSE
"F13A1",0.415850841503486,2.25670391990904e-15,0.193644003653076,0.0020795395805757,0.518391073833439,0.195262795691802,4.62439327850213e-15,TRUE,TRUE,TRUE,FALSE
"H19",0.402218391676993,2.13621587147732e-18,0.541531345191878,3.53686056041245e-19,0.582730876334064,0.421454118236332,6.55723269679062e-18,TRUE,TRUE,TRUE,FALSE
"PLA2G2A",0.317276353444821,1.17707016561551e-12,0.303254601665916,1.71501380983239e-07,0.565532302928789,0.422055801393589,2.05781497485229e-12,TRUE,TRUE,TRUE,FALSE
"GSTM1",0.0720222972414375,0.165537464509726,0.125330869532522,0.0645869120922846,0.121681688537302,0.00528689428374153,0.173519354831998,FALSE,FALSE,FALSE,FALSE
"SOCS3",0.624992755457003,7.74239451289308e-27,0.594405359481548,4.43681747297003e-20,0.622380211347281,0.487229804154716,1.13858742836663e-25,TRUE,TRUE,TRUE,FALSE
"CXCL14",0.216288064442421,0.000113858352130773,-0.088764416935222,0.213649377924327,0.169187508001113,0.109498453734549,0.000137178737506956,TRUE,TRUE,FALSE,FALSE
"SULT4A1",-0.332441229587131,4.28853256570912e-08,-0.375414627126494,7.85308581688737e-07,-0.401628613628045,-0.271729326444461,5.92338752169768e-08,TRUE,TRUE,TRUE,FALSE
"EMP3",0.681410160531246,8.82780280791848e-28,0.488004769200313,7.65201996720363e-13,0.592598382273876,0.452853405090524,1.5220349668825e-26,TRUE,TRUE,TRUE,FALSE
"GRIN1",-0.584718837277314,5.84074055114083e-19,-0.61603013747245,7.4187898415617e-14,-0.561378578314795,-0.322537273324583,1.90873874220289e-18,TRUE,TRUE,TRUE,FALSE
"USH1C",-0.628815103988304,6.13632723754835e-20,-0.495715255913881,1.17548306329687e-10,-0.642408137898907,-0.437618671857367,2.25600266086336e-19,TRUE,TRUE,TRUE,FALSE
"FAM163B",-0.526750373137414,5.66008477445812e-17,-0.379834506129728,2.4359500171709e-07,-0.51434629030333,-0.327275426955302,1.40101108278666e-16,TRUE,TRUE,TRUE,FALSE
"GALNT13",-0.544881825683013,4.3620847178299e-23,-0.560503405535211,9.52608957481968e-15,-0.636186716171669,-0.406414815007131,2.56664397978422e-22,TRUE,TRUE,TRUE,FALSE
"S100A9",0.516334780969039,2.4931935574401e-19,0.21791451230368,0.00106258415468422,0.565868355013507,0.32807774146186,8.65692207444478e-19,TRUE,TRUE,TRUE,FALSE
"L1CAM",-0.39536905615228,4.09235454386799e-12,-0.354547055375233,7.63114532088901e-07,-0.374981898395176,-0.239584686636665,7.00745641073286e-12,TRUE,TRUE,TRUE,FALSE
"SLC14A1",-0.19985613523557,0.000565886940887367,-0.191379967479924,0.0097595162213407,-0.349086065009337,-0.303670296882716,0.000659541889146116,TRUE,TRUE,TRUE,FALSE
"ANXA1",0.646796065863688,6.1009922918753e-25,0.587973115834701,1.25485364815405e-16,0.615322559632271,0.366402687379072,5.98136499203461e-24,TRUE,TRUE,TRUE,FALSE
"IBSP",0.458533719543571,5.16597223805454e-20,0.379420879364078,1.91545214795134e-12,0.645878740728924,0.469235446917404,1.92760158136363e-19,TRUE,TRUE,TRUE,FALSE
"ATCAY",-0.414232038147392,3.43558393964708e-16,-0.42014206182078,3.36384879904747e-11,-0.504601840577719,-0.338432350276717,7.73780166587179e-16,TRUE,TRUE,TRUE,FALSE
"COL4A1",0.621257439467921,2.09551277846845e-24,0.669792415245766,1.03173365970247e-22,0.704100198186077,0.524145162824239,1.74626064872371e-23,TRUE,TRUE,TRUE,FALSE
"CSDC2",-0.618338591539581,2.84392923812456e-24,-0.625494209090019,2.45330568692678e-18,-0.67317452298098,-0.453558570142565,2.15449184706406e-23,TRUE,TRUE,TRUE,FALSE
"SH3GL2",-0.521239389930656,2.14331118161799e-20,-0.476267645452237,2.49390346533807e-11,-0.657927213445219,-0.434004200169594,8.3074076806899e-20,TRUE,TRUE,TRUE,FALSE
"ZNF488",-0.548070513477644,8.7815536955239e-23,-0.278521674147739,0.000106416393809047,-0.593697679203221,-0.28266808196463,4.87864094195772e-22,TRUE,TRUE,TRUE,FALSE
"CCK",-0.314909795156719,2.08306116202544e-07,-0.402722626570965,1.41813851775302e-07,-0.33628989355978,-0.2876434521166,2.80736005663805e-07,TRUE,TRUE,TRUE,FALSE
"HPCA",-0.227937363239635,9.50936101033581e-05,-0.303876435934824,1.97770607239023e-05,-0.294093025179535,-0.171502176961359,0.000115125435960482,TRUE,TRUE,TRUE,FALSE
"KDM5D",0.124285468813106,0.0242716092166319,0.0721110304758167,0.295064947030324,0.0146729714374117,-0.0443199993487546,0.026439661456026,FALSE,TRUE,FALSE,FALSE
"MAL",-0.201916570049462,0.000285361730440569,-0.178298722506412,0.0139488093790778,-0.44854445220877,-0.218578541856353,0.000335719682871258,TRUE,TRUE,TRUE,FALSE
"BCYRN1",-0.367915054435221,1.90917699758214e-10,-0.180988889156918,0.0223755304441844,-0.464217836637416,-0.158134078995995,3.00185062512915e-10,TRUE,TRUE,TRUE,FALSE
"TMEM130",-0.366519282227719,1.73040500640318e-09,-0.464683062450899,7.3523539396593e-09,-0.481055451967352,-0.310520020341239,2.55977071953134e-09,TRUE,TRUE,TRUE,FALSE
"C1QL1",-0.375514306746035,2.25854853287551e-12,-0.206983824048276,0.00251582954136191,-0.408774060487177,-0.198305415922635,3.90760859156766e-12,TRUE,TRUE,TRUE,FALSE
"CA10",-0.449077590805187,1.768756185914e-15,-0.517324415302405,2.38440749679128e-12,-0.520618802645554,-0.349771989584678,3.65445492957439e-15,TRUE,TRUE,TRUE,FALSE
"CXCL10",0.406501123858188,8.34718071245245e-16,0.400932626189026,4.21924093526998e-12,0.565740009710552,0.364582095564062,1.8067490719594e-15,TRUE,TRUE,TRUE,FALSE
"HPSE2",-0.770652126890119,2.29879248124543e-24,-0.33696263884071,0.000268837961628762,-0.69812160179164,-0.486270131801892,1.88425613216839e-23,TRUE,TRUE,TRUE,FALSE
"TRIM67",-0.573249619105811,8.06805305697359e-16,-0.57354576483852,4.01246972276095e-10,-0.485607952000751,-0.307190900820473,1.7615836368938e-15,TRUE,TRUE,TRUE,FALSE
"LUZP2",-0.570353158315393,5.9553062807734e-23,-0.380597662941273,5.65869198606376e-07,-0.633988936544617,-0.368375793047087,3.42258981653644e-22,TRUE,TRUE,TRUE,FALSE
"RARRES2",0.440055883311107,2.59401594305353e-16,0.298247158062648,2.65563388712664e-05,0.503019820718874,0.274269999296752,5.97699526049201e-16,TRUE,TRUE,TRUE,FALSE
"ABCC3",0.624257811868795,9.89623652893129e-34,0.428888370089093,8.75276710554483e-12,0.669103968310868,0.429356304858615,1.64937275482188e-31,TRUE,TRUE,TRUE,FALSE
"VIPR2",-0.500875381797103,7.4816672093617e-18,-0.390576769878954,7.7113649389482e-08,-0.469683542658796,-0.329118472010684,2.11922175044749e-17,TRUE,TRUE,TRUE,FALSE
"SOX10",-0.0474365013881574,0.355457623971001,0.223420813479564,0.00183056051373463,-0.255713130715033,-0.0569771750118774,0.361237422734757,FALSE,FALSE,FALSE,FALSE
"SCG3",-0.562340845221089,1.44914613417349e-29,-0.429922681988041,9.32578963792269e-12,-0.695039989715132,-0.421358301896368,4.0254059282597e-28,TRUE,TRUE,TRUE,FALSE
"MTND1P23",-0.164993425609487,0.00514477028158465,-0.301142574771541,0.00191692532625659,-0.193353036862222,-0.168943682436172,0.00571641142398295,TRUE,TRUE,TRUE,FALSE
"SPOCD1",0.542488539043266,2.77789054427293e-22,0.47348651170008,7.63319913298134e-14,0.575459945784903,0.499745140399963,1.3484905554723e-21,TRUE,TRUE,TRUE,FALSE
"PLP1",-0.348521718658124,4.73627351901752e-11,-0.17036651466255,0.017780726328465,-0.521784821928927,-0.319363473072738,7.73900901800249e-11,TRUE,TRUE,TRUE,FALSE
"MT-CO1",-0.407218198921408,4.75825178472167e-18,-0.1329423727519,0.0452014223511379,-0.653366708778462,-0.253820671667052,1.37521727882129e-17,TRUE,TRUE,TRUE,FALSE
"FABP5",0.532645229984287,3.68519609517137e-21,0.432875548731009,9.47018524087642e-09,0.594086432899098,0.282220934416473,1.56152376914041e-20,TRUE,TRUE,TRUE,FALSE
"DDN",-0.426626224615002,3.72565421071414e-10,-0.392449939836614,5.59328017170648e-07,-0.489246966675073,-0.325555089763005,5.76726658005285e-10,TRUE,TRUE,TRUE,FALSE
"ZNF460",0.379383200581085,1.81816137495443e-15,0.106042765378941,0.0935430181391022,0.474181901928292,0.060105431992705,3.74107278797208e-15,FALSE,TRUE,FALSE,FALSE
"XIST",-0.090086977266068,0.108196108028413,-0.127371396036928,0.0827862658815764,0.0360232601660774,-0.0599798652908162,0.114130915641786,FALSE,FALSE,FALSE,FALSE
"ZDHHC22",-0.643555560288739,1.81117869934815e-32,-0.561323257477498,1.10364087371914e-16,-0.668254832543136,-0.432914095987748,2.26397337418518e-30,TRUE,TRUE,TRUE,FALSE
"LHFPL3",-0.306257270542902,9.67033466939994e-10,-0.146864711586503,0.0355136223405872,-0.324539811568008,-0.173040362970508,1.4520022026126e-09,TRUE,TRUE,TRUE,FALSE
"RPRM",-0.528331072683335,2.97346454626174e-18,-0.430174828794387,2.88691799235549e-09,-0.619517504046809,-0.346051093855465,8.79723238538976e-18,TRUE,TRUE,TRUE,FALSE
"PIANP",-0.446863669999548,2.73580705486978e-19,-0.323590694726537,3.68598734949085e-07,-0.634286040765182,-0.318935503419476,9.43381743058546e-19,TRUE,TRUE,TRUE,FALSE
"SOX8",-0.524110005917628,3.55431523572887e-28,-0.320124193359701,8.32544084765027e-07,-0.614398833249491,-0.33852619441975,6.8352216071709e-27,TRUE,TRUE,TRUE,FALSE
"TMSB4XP8",0.578070865791971,2.49755357299115e-26,0.130412044539688,0.0580120717941394,0.720117624637316,0.148677900123909,3.37507239593399e-25,TRUE,TRUE,FALSE,FALSE
"EIF1AY",0.0466562501217912,0.381626844983397,-0.0459002508147976,0.504721406233847,-0.00557040672818195,0.0309773863439177,0.387045481727583,FALSE,FALSE,FALSE,FALSE
"CACNG3",-0.407177489496764,1.7394085813661e-09,-0.426793679107885,1.12842004413538e-06,-0.486651694439028,-0.326575520034397,2.56549938254587e-09,TRUE,TRUE,TRUE,FALSE
"SNORD3B-2",0.337252084352991,1.44638090587227e-14,0.242432726719429,0.00018765004047882,0.599770941897657,0.163407190960365,2.77084464726488e-14,TRUE,TRUE,TRUE,FALSE
"SNAP91",-0.566059916411806,1.23088426070191e-23,-0.509936950697124,2.93830652196054e-13,-0.656246560718341,-0.425807595242337,8.20589507134609e-23,TRUE,TRUE,TRUE,FALSE
"CCL4L2",-0.148927623634073,0.0115246895298127,-0.0765381647177163,0.281381496761896,-0.275001532778409,-0.0220991300239239,0.0126367209756718,FALSE,TRUE,FALSE,FALSE
"COL6A2",0.545630339781046,2.35999372860343e-24,0.421507762202127,3.51791955331969e-12,0.626989682827474,0.445162718583835,1.90322074887373e-23,TRUE,TRUE,TRUE,FALSE
"ADM",0.468929399847584,1.1248652738502e-17,0.443319777149321,6.53619250012631e-13,0.620314615902232,0.531277613084424,3.12462576069501e-17,TRUE,TRUE,TRUE,FALSE
"COL1A2",0.492461623585275,2.04532135279808e-23,0.421236652060915,1.25212965243686e-13,0.669155990073861,0.463567718913665,1.26254404493709e-22,TRUE,TRUE,TRUE,FALSE
"MAOB",0.348181338612066,1.28117593145155e-08,0.455848211890641,2.19820025752237e-09,0.227549499306974,0.207094891659712,1.81985217535732e-08,TRUE,TRUE,TRUE,FALSE
"CARNS1",-0.20154004794048,0.000409826894351748,-0.108683256179172,0.135827974669421,-0.450185426161466,-0.26189202082451,0.000479890976992679,TRUE,TRUE,FALSE,FALSE
"AEBP1",0.489958663964911,9.43410938398209e-17,0.487381520545081,2.16824367773806e-11,0.400854309277428,0.282024167078176,2.27877038260437e-16,TRUE,TRUE,TRUE,FALSE
"SCRT1",-0.686564065712671,1.03235478247473e-24,-0.615116902973441,2.9879841049859e-16,-0.60747001785067,-0.402506912296763,9.7391960610824e-24,TRUE,TRUE,TRUE,FALSE
"EMILIN3",0.430497448916613,7.84925051106955e-16,0.480914341072736,2.38846891898047e-17,0.457024414269888,0.329634876803111,1.72132686646262e-15,TRUE,TRUE,TRUE,FALSE
"HBB",0.205805309020072,0.000188326434428491,-0.137044203659623,0.0593210349770486,0.314743767486336,-0.0952560137880541,0.000223665599083718,FALSE,TRUE,FALSE,FALSE
"SYT4",-0.367206935246252,4.19527531184954e-10,-0.50406289883971,2.99210466461656e-10,-0.401385110164948,-0.321288487437517,6.45426971053776e-10,TRUE,TRUE,TRUE,FALSE
"CDK5R2",-0.515669598398271,3.58566617132412e-18,-0.521830162805994,2.8933818247879e-12,-0.540688365623475,-0.293279000217716,1.04844040097196e-17,TRUE,TRUE,TRUE,FALSE
"PRLHR",-0.86414922513116,1.52424151962611e-23,-0.799034534042396,1.62496547393537e-12,-0.686864325104096,-0.490093797208427,9.89767220536434e-23,TRUE,TRUE,TRUE,FALSE
"HLA-DQA2",0.320684917454325,2.88465005399184e-09,0.139161551195452,0.0131129515452767,0.246061545925101,0.252029892765436,4.22969216127835e-09,TRUE,TRUE,TRUE,FALSE
"TUBB4A",-0.401390323042461,1.02987786026677e-14,-0.242061703897727,0.000401797446170181,-0.581365544018208,-0.357040691822664,2.00365342464353e-14,TRUE,TRUE,TRUE,FALSE
"ELFN2",-0.624463134783502,4.47875876812861e-25,-0.511598500300755,5.71128815289673e-14,-0.675138139658604,-0.445381829448062,4.5701620082945e-24,TRUE,TRUE,TRUE,FALSE
"IGHA1",0.199093351561612,8.87348817229882e-05,0.145127592694479,0.0219533347464126,0.240602628310348,0.245590365099041,0.000108477850517101,TRUE,TRUE,TRUE,FALSE
"FERMT1",-0.579959935805402,1.12837427753273e-24,-0.457479154062529,3.6099623194276e-09,-0.49659994998621,-0.342835195164085,1.02579479775702e-23,TRUE,TRUE,TRUE,FALSE
"PCDHGB7",-0.116875618244997,0.0287452910890393,-0.143391105851569,0.0449485028715112,-0.0396919691117341,-0.142249119985576,0.0311771053026457,FALSE,TRUE,TRUE,FALSE
"SPP1",0.604328250252685,1.87854217836897e-24,0.475635572968066,6.27566967618728e-10,0.526994586616367,0.307295965303328,1.61943291238704e-23,TRUE,TRUE,TRUE,FALSE
"FBXL16",-0.487547257725581,9.97489845284192e-19,-0.345268577510789,1.17332903292117e-06,-0.651029105845408,-0.305600168681302,3.19708283744933e-18,TRUE,TRUE,TRUE,FALSE
"CPLX1",-0.541322176449591,4.00633520818093e-21,-0.472090404950112,8.00295655219397e-12,-0.596398864562831,-0.31418080975718,1.68333412108443e-20,TRUE,TRUE,TRUE,FALSE
"COL20A1",-0.113838166148741,0.0346952583602772,-0.0644779969082849,0.375951138384727,-0.191134127609839,-0.115755242238861,0.0375489809093909,TRUE,TRUE,FALSE,FALSE
"NPY",-0.275875936084391,7.3376012433954e-07,-0.232453518220495,0.000929781296905063,-0.461771911431455,-0.237699008474774,9.75744846196196e-07,TRUE,TRUE,TRUE,FALSE
"NPTX2",0.161855532535995,0.00247769317636574,0.00962653261255633,0.893073871505686,0.0916726787192969,0.0105373981594115,0.00279019501842989,FALSE,TRUE,FALSE,FALSE
"KLK6",-0.160833006217205,0.00309132791113596,-0.0632311412143654,0.37753015438754,-0.371406295632929,-0.173964415271995,0.00345786119813866,TRUE,TRUE,FALSE,FALSE
"ACTL6B",-0.494188971454481,1.86715916204745e-17,-0.590376723563344,2.84165424779643e-16,-0.504167044520162,-0.32170743437305,4.97065308682748e-17,TRUE,TRUE,TRUE,FALSE
"MALAT1",0.343987639232442,5.99630393201211e-12,0.124535154596905,0.0656195645874343,0.386112365768429,-0.0132964619130412,1.01632270034104e-11,FALSE,TRUE,FALSE,FALSE
"TNFRSF12A",0.748223253787632,2.28837959758265e-31,0.686513756014189,1.37725887790185e-22,0.654662563324116,0.49598193792267,1.27132199865703e-29,TRUE,TRUE,TRUE,FALSE
"THBS1",0.480675047161479,1.06088036082704e-21,0.391241773256165,6.9482664333568e-11,0.61295144903592,0.371280603511116,4.82218345830471e-21,TRUE,TRUE,TRUE,FALSE
"SNRPGP10",0.647144291919848,9.29437067411133e-28,0.173978213352053,0.0121739832591693,0.757256563918539,0.207205086138759,1.54906177901856e-26,TRUE,TRUE,TRUE,FALSE
"JPH3",-0.657974476701215,4.54502101378652e-26,-0.581961027975445,6.13410672882883e-17,-0.67770618700005,-0.455424669889308,5.98029080761384e-25,TRUE,TRUE,TRUE,FALSE
"SEZ6L",-0.473136934603922,5.63250010156528e-20,-0.484225680485692,4.01331360445207e-12,-0.527882026576573,-0.330252942485902,2.08611114872788e-19,TRUE,TRUE,TRUE,FALSE
"EGFR",0.0680811212577038,0.188967330533171,0.134866731750056,0.0732148681107601,0.173837866586495,-0.0334661580320272,0.196840969305386,FALSE,FALSE,FALSE,FALSE
"GABRG1",-0.640198399199282,2.75016296709532e-21,-0.439263113849644,5.5614174532275e-08,-0.676239264944871,-0.444614591716622,1.18541507202384e-20,TRUE,TRUE,TRUE,FALSE
"CCL3L3",-0.145518533032042,0.0130430474187742,-0.189049457990929,0.0113408172978656,-0.270836921114422,-0.0930169995754857,0.0142702925807157,FALSE,TRUE,TRUE,FALSE
"BCAN",-0.48168479393801,4.74802861998811e-25,-0.263949065802797,2.03759012582779e-05,-0.564498577685429,-0.272975191118017,4.74802861998811e-24,TRUE,TRUE,TRUE,FALSE
"JPH4",-0.508792075028125,1.82326285851424e-23,-0.444463253120842,1.04997251338798e-11,-0.669405460825616,-0.412950209543844,1.16875824263733e-22,TRUE,TRUE,TRUE,FALSE
"TOP2A",0.519611883923853,4.6532860054065e-17,0.497121998887681,1.72662567412982e-11,0.593510971113367,0.41352387361606,1.16916733804183e-16,TRUE,TRUE,TRUE,FALSE
"IGFBP3",0.482918821328183,5.22006069262656e-16,0.568436333247052,1.70046568815987e-19,0.494267784184139,0.488462784425448,1.15730687249486e-15,TRUE,TRUE,TRUE,FALSE
"CA3",0.374899325324515,3.17977978583506e-15,0.376290578863724,3.8435613410404e-12,0.613834526538648,0.371846083439552,6.33422268094634e-15,TRUE,TRUE,TRUE,FALSE
"FA2H",-0.410544737902029,9.72231101187226e-14,-0.231626500931701,0.00129711189104435,-0.580964201217785,-0.322976253098725,1.79378431953363e-13,TRUE,TRUE,TRUE,FALSE
"SUSD5",-0.490313729331042,2.30499743434656e-15,-0.333338541586841,1.97786001522929e-05,-0.480989437156765,-0.294679838328005,4.70407639662562e-15,TRUE,TRUE,TRUE,FALSE
"GPX1P1",0.435836492994848,9.14425201891875e-16,0.216904105263954,0.0019118734386345,0.552120453337024,0.118763523768899,1.96228584096969e-15,TRUE,TRUE,TRUE,FALSE
"TMSB15A",0.110662570654756,0.0388415363437451,0.168365307293799,0.0245900125485428,0.060781090532057,0.132822418046814,0.0417650928427367,FALSE,TRUE,TRUE,FALSE
"RGS4",-0.0882105727903551,0.123572638937843,-0.293532537526797,0.000125809324311253,-0.157940564516676,-0.15547471293533,0.130076462039835,TRUE,FALSE,FALSE,FALSE
"VAT1L",-0.315628997158557,1.61390130995285e-09,-0.385918002265725,3.65366694275769e-07,-0.48676424064945,-0.301696586863448,2.39451232930691e-09,TRUE,TRUE,TRUE,FALSE
"ASIC4",-0.406341341786758,3.99659203853703e-15,-0.415423332941286,6.28036093023732e-10,-0.406870894460344,-0.255255003059483,7.9297461082084e-15,TRUE,TRUE,TRUE,FALSE
"UGT8",-0.374115374622872,1.06178158577943e-13,-0.157422357553671,0.0275429949254435,-0.526923773147805,-0.281646370557695,1.94465491900995e-13,TRUE,TRUE,TRUE,FALSE
"G0S2",0.543107043278657,4.67575120320074e-23,0.452073163639455,6.97729288307609e-14,0.59049843528782,0.436391623920735,2.7184600018609e-22,TRUE,TRUE,TRUE,FALSE
"IRX1",0.0550286986367327,0.314189458521019,0.182857955401238,0.0101832579390712,-0.134588353309882,-0.0254969071026568,0.321257115052167,FALSE,FALSE,FALSE,FALSE
"PDLIM4",0.535236581199122,2.28634797025229e-21,0.36832233666955,1.22209464055395e-07,0.491013568139164,0.366646806886743,9.94064334892298e-21,TRUE,TRUE,TRUE,FALSE
"PHYHIP",-0.374198134204813,2.41237743753425e-10,-0.557065718459024,7.94223851104999e-12,-0.491916970660505,-0.302896799225347,3.76933974614727e-10,TRUE,TRUE,TRUE,FALSE
"CCL4",-0.0766749503182756,0.188274846984625,0.0107372920654418,0.877894796390901,-0.187619064005149,0.0101236784247669,0.196529067833638,FALSE,FALSE,FALSE,FALSE
"UBE2C",0.516804678753339,7.50204499658411e-18,0.565320294322851,4.91364578676832e-15,0.598108170919883,0.426235875442947,2.11922175044749e-17,TRUE,TRUE,TRUE,FALSE
"MMD2",-0.461044132055807,2.14275023737241e-16,-0.587841410734867,6.18430928620972e-16,-0.568127272380837,-0.43823627286232,4.98314008691259e-16,TRUE,TRUE,TRUE,FALSE
"HPCAL4",-0.372549255159646,1.24966207091353e-10,-0.482171751562039,2.27624419067574e-10,-0.520279452674746,-0.371704026561723,1.98359058875164e-10,TRUE,TRUE,TRUE,FALSE
"RBP1",0.470920007915575,1.86896556064713e-17,0.387265271696842,9.3466659094746e-08,0.499211125746071,0.317121424950596,4.97065308682748e-17,TRUE,TRUE,TRUE,FALSE
"PTX3",0.58876553853995,1.28385320023701e-28,0.422626962051143,5.04749588399222e-14,0.643881279706683,0.412784432155607,2.79098521790655e-27,TRUE,TRUE,TRUE,FALSE
