"gene","beta_T","p_BH","beta_R","p_R","r_grade_T","r_grade_R","r_idh_T","r_idh_R","replicated","qc_flag"
"ARHGEF7",-0.294336027053906,1.27514407530901e-08,-0.0716005750459256,0.305551303453546,-0.419249137081972,-0.164297693233439,0.526552729792009,0.37608001385529,0,1
"ARHGEF9",-0.365782935045359,3.65483316616966e-13,-0.195570732939444,0.00526768585280542,-0.520176455944142,-0.190807175439934,0.522006429532563,0.203328949645665,1,1
"ARID4A",-0.335810739168201,6.57970052103462e-11,-0.0377241751135998,0.576669554103813,-0.462609920470078,-0.179767001254968,0.534032507466358,0.223524984756836,0,1
"ARID5A",0.321625681602573,1.64773867378903e-09,0.340898957275075,1.85793676042135e-06,0.279964382649396,0.306880241871552,-0.315208205511039,-0.339861456020032,1,1
"ARL10",-0.142954555940876,0.00691908291013891,-0.00259646619949335,0.971111610495315,-0.177497253107573,-0.0866004925842091,0.287199955207281,0.203898640264218,0,0
"ARL11",0.310290833256389,1.21911643576956e-09,0.311754988485556,3.93156720101163e-07,0.253731441121142,0.152544488769929,-0.2969003008791,-0.173123459359462,1,1
"ARL15",-0.207147855458589,5.75213105245886e-05,0.120740153170849,0.105082506201129,-0.262564257416601,0.0374099646005929,0.208907757494663,-0.00154073450018108,0,0
"ARL2",-0.291003395856884,1.89949201702117e-08,-0.151866168068546,0.0226194793197182,-0.363541061409612,-0.0534695493177508,0.350965030311494,0.0812556374189711,1,0
"ARL2BP",0.269014399653979,6.86992551943784e-07,0.196879021586737,0.0167382793057885,0.342336728554654,0.0589036077060179,-0.268133020668793,-0.0545655096943549,1,0
"ARL3",-0.523412446428256,3.07736607086341e-23,-0.340656786541915,1.07580623029686e-08,-0.689278043929534,-0.377670261524948,0.735986407553647,0.480613040755316,1,1
"ARL4C",0.423761710583384,1.29918514973656e-12,0.47435074088881,1.00849222565807e-10,0.464378449718684,0.380321468949477,-0.58572475604799,-0.510337256604638,1,1
"ARL5A",-0.167678290821012,0.00052216542682183,0.133341380718679,0.0620354434391134,-0.155020668821148,-0.0386463383734056,0.115393048594325,0.0958808832099883,0,0
"ARL5B",-0.290872184263781,2.13011076811732e-08,0.0364349898418712,0.609549134212131,-0.354558909486474,-0.107066673826344,0.530760106230078,0.21449692406204,0,1
"ARL6IP1",-0.166071632119787,0.000518806135369037,0.124479070364527,0.0990637855304993,-0.182327292917573,0.0159111782008147,0.0679023252117808,-0.0398219078242161,0,0
"ARL6IP6",-0.140278826325437,0.0118115731914417,0.24417462252929,0.00119439419669944,-0.153917451725483,-0.0205406319367148,0.182132503093529,0.104674908001186,0,0
"ARL8A",-0.279547137720301,8.85394906132725e-11,-0.0153573157681745,0.82748870930865,-0.470013037602629,0.0077446360542999,0.377027368559733,0.0139613764736439,0,0
"ARL8B",-0.223013264502816,5.8611177752291e-07,-0.0485919140963159,0.483670125405866,-0.343826728490736,-0.118189469651649,0.187648835387324,0.0609654934294583,0,1
"ARMC2",0.339703831598987,5.318599133172e-12,0.134091170786317,0.0382724522531338,0.42937272600996,0.0446680825676962,-0.50406667822958,-0.131438497983362,1,0
"ARMC5",-0.333065911531072,1.12396957800468e-12,-0.236729300373255,0.000956150396454318,-0.533100767118539,-0.0308632986153794,0.482188328429553,0.0847164541434756,1,0
"ARMCX1",-0.279416026588099,1.93334323201205e-09,-0.00328808814799443,0.963410584747983,-0.424350868875126,-0.0563441723127135,0.491806844371073,0.123614030294072,0,0
"ARMCX3",-0.266618185457599,3.59296541632055e-10,0.189212769701097,0.0111134860784367,-0.444278970060563,-0.0358702395350637,0.375776843809706,0.0460796460389098,0,0
"ARMCX4",-0.440751587903098,6.06988426471751e-16,-0.212206038653666,0.0014044077921615,-0.555063297352193,-0.230390530522157,0.68886384795414,0.343677708725425,1,1
"ARNT2",-0.346301645927496,1.92483546378957e-13,-0.202973566008926,0.0045857369102966,-0.594125055911322,-0.280801319204466,0.440149650568137,0.227174526992038,1,1
"ARNTL",0.416132619726093,1.08752798275659e-12,0.204240218495162,0.00880218302210569,0.377287170036976,0.0740238551713487,-0.505393156357833,-0.182351571615267,1,0
"ARNTL2",0.493759480039102,2.39846911263094e-19,0.349104757510771,5.77116078229001e-07,0.569046825180939,0.275214600910277,-0.667359496553855,-0.365681492154249,1,1
"ARPC5",0.193917169156334,0.00028353848425279,0.25024415062737,0.00404391934350556,0.252628641222913,0.282781246991543,-0.266186464547938,-0.244596744136544,1,1
"ARPC5L",-0.204022689578419,1.92874846270106e-05,-0.0220478471552032,0.748820626193291,-0.259086602648324,0.145945919277246,0.149934411384154,-0.180075749942392,0,0
"ARPP19",-0.284310891482153,4.46865331082713e-10,-0.149203479609154,0.0291291675302434,-0.416238692339087,-0.242821978396576,0.359648580678508,0.218949359100417,1,1
"ARRB1",-0.369226093413977,7.33507143894207e-10,-0.565099690045808,3.36928177401575e-14,-0.548545490205754,-0.37286687926862,0.509267439088356,0.362000878146778,1,1
"ARRB2",-0.172311814241967,0.000798959160435249,-0.0120362632722891,0.864170508025171,-0.268882455143816,0.0072559908600788,0.211291934165884,0.0653980056867985,0,0
"ARRDC2",-0.244074373211679,1.43301215426352e-05,-0.0430787467687231,0.548516193330454,-0.451076119414173,-0.107699978813779,0.317528104244616,-0.0331375285401599,0,1
"ARRDC3",0.29894012960562,2.12322733653993e-08,0.315273516332881,1.35213381221547e-05,0.453796685166208,0.147624689451177,-0.307839457156335,-0.0748558611931832,1,1
"ARSD",0.675465652007307,1.36109933580352e-24,0.44625469277865,1.3476347873506e-08,0.5625110607929,0.348538980409521,-0.781075456949772,-0.457811332343601,1,1
"ARSF",0.277426945950425,1.77409465328587e-07,-0.00878363666530485,0.899857526765305,0.296162819749597,0.0372500354038124,-0.538218907787051,-0.219962157072367,0,0
"ARSI",0.278218862052097,1.29485560228961e-08,0.177016838707746,0.00193418926790116,0.196410818108221,0.138405554407911,-0.390041019629767,-0.288124352019193,1,1
"ARSJ",0.505633265303046,8.54921491652847e-21,0.363722077352649,4.99556060851302e-10,0.562675472522209,0.273609900255789,-0.700960031958457,-0.435857180341872,1,1
"ART3",0.176954560278096,0.000802020902092131,0.171450076519613,0.0134324745081762,-0.0217849975365717,-0.0859617491206184,-0.18366352892947,-0.0188930435199693,1,0
"ARVCF",-0.274824537475843,1.27820604486019e-07,-0.0996363432724885,0.144111184840068,-0.455561296067347,-0.128622641523661,0.450469401542665,0.218167329533998,0,1
"ASAP2",0.194057853695954,0.000971453903711417,0.185121475821879,0.00691957504446264,0.13431740542349,-0.00837553418485471,-0.162673401828361,-0.0434014795090892,1,0
"ASAP3",0.203398937414078,0.000268619242086222,0.37000216313904,9.09148588799662e-07,0.0742101406483026,0.16075045524968,-0.0827800635929507,-0.119299939006142,1,0
"ASB1",-0.325674212630324,1.01642404730507e-13,-0.330039052234026,3.33862215002858e-06,-0.594981871206847,-0.0917540190689784,0.619640861236898,0.137433084429875,1,0
"ASB13",-0.551768302791693,2.73169246550058e-25,-0.320145482839862,5.68051627878561e-07,-0.673555370762868,-0.246014984270445,0.803584866938318,0.366574961929907,1,1
"ASB5",0.285866914567305,5.58320318648776e-09,0.290119685199327,6.53425905707382e-09,0.335704675976882,0.114349794435776,-0.462572406890212,-0.251769019488176,1,1
"ASCC1",-0.422426072462883,1.70422169135795e-16,-0.120546195807863,0.0813144556780883,-0.580823665761823,-0.223027274808978,0.703315001270005,0.375653731661417,0,1
"ASCC2",-0.163774681338124,0.00028421460876,-0.042884359776086,0.538309365893354,-0.266501953751675,0.0963458092826478,0.198161425577665,-0.0187020795607498,0,0
"ASCC3",0.12282296170463,0.0291814943228414,0.087957801411053,0.226956367970572,0.228226746428403,0.042721733838106,-0.115352144328091,0.0366694850205231,0,0
"ASCL1",-0.357870508427886,4.30679476737201e-14,-0.122277784907386,0.0761326421647204,-0.421441087344786,-0.190771076784353,0.459912616477453,0.383688884054747,0,1
"ASF1A",-0.378774102235146,2.21471128732814e-16,-0.139917051013725,0.0387289703229431,-0.505077603191906,-0.202038631116865,0.583235393695131,0.347754959986227,1,1
"ASF1B",0.491988629753218,9.00526913593167e-17,0.59099638433085,3.14824076654023e-19,0.608489220677945,0.474831665093471,-0.551259362545918,-0.309926027689956,1,1
"ASGR1",-0.36399409409226,2.08997917655161e-10,-0.258392990877338,7.00880294559886e-05,-0.497950974022859,-0.101314732634321,0.59804301307745,0.254362802956684,1,1
"ASH1L",-0.118634438012822,0.0292332360652799,0.0380250874912749,0.57209025152906,-0.172901112343445,-0.109300942122482,0.254475943057025,0.183963493029705,0,1
"ASH2L",-0.241738968595073,8.07738874735183e-08,-0.0707907654575127,0.308092599969326,-0.289276673421748,-0.00528693844898847,0.261517452640074,0.0845980087189593,0,0
"ASIP",0.233347621372041,2.6774644798806e-05,0.0772654499851316,0.249092228160465,0.212387209334207,0.131023981536543,-0.173963191669711,0.00291571999964367,0,1
"ASMTL",-0.296219055236336,1.88616545393716e-09,-0.224874989773375,0.000397640214711627,-0.485131626769959,-0.177049444822055,0.44235852138828,0.254813238453974,1,1
"ASPA",-0.278037397378773,1.5298678193173e-06,-0.107164613752219,0.150153925778062,-0.458407576127705,-0.318781610806795,0.349130150469263,0.221819817739703,0,1
"ASPDH",-0.399143861466483,8.3850881101524e-12,-0.47259282888886,1.46345830530878e-09,-0.522187002780342,-0.253149789455688,0.453508062759324,0.165000363814251,1,1
"ASPHD1",-0.426801984872757,1.16522798534504e-14,-0.492762652489215,1.99866583661644e-12,-0.557097028776531,-0.220611549224051,0.491912025501524,0.192614796153725,1,1
"ASPM",0.455116035420401,1.26739106309672e-17,0.576283534069216,5.16553615466176e-25,0.625207995631743,0.475491113759136,-0.540816938609699,-0.34473088902421,1,1
"ASPN",0.340166295910031,1.06491225624331e-12,0.168780681889294,0.00187127793921846,0.57046343898654,0.238107811154114,-0.531549002480748,-0.29566472375068,1,1
"ASPRV1",-0.167372100134952,0.00356822269354061,0.158828104818213,0.0453673853378933,-0.363496211258862,0.014985336475231,0.208638955817645,-0.133855044607909,0,0
"ASRGL1",-0.354212577151532,3.36450890966632e-12,-0.140734287591089,0.0391049618236325,-0.58485954302658,-0.170354202222111,0.485799650673045,0.17106831556729,1,1
