"setting","metric","diff","gene_lo","gene_hi","gene_width","clust_lo","clust_hi","clust_width","inflation","clust_excludes0","n_genes","n_clusters"
"glioma: TCGA->CGGA-693","prod",-0.0753797300319003,-0.0925505445499038,-0.0580433948279575,0.0345071497219463,-0.115386766595287,-0.033119601437264,0.0822671651580232,2.38406144294502,TRUE,5495,200
"glioma: TCGA->CGGA-693","absd",0.138431842960676,0.100263639502584,0.17618805936679,0.0759244198642054,0.0758986026231398,0.199603092384892,0.123704489761753,1.62931096454875,TRUE,5495,200
"glioma: TCGA->CGGA-325","prod",0.0578062937139868,0.0442594526724966,0.0711680811254016,0.026908628452905,0.0292797733895107,0.0857276195382995,0.0564478461487888,2.09776006412155,TRUE,6045,200
"glioma: TCGA->CGGA-325","absd",0.211802199478748,0.186889532655796,0.238825548489679,0.0519360158338828,0.15469599530714,0.265737691929438,0.111041696622298,2.13804803544163,TRUE,6045,200
"glioma: TCGA->array-301","prod",0.102640948350533,0.0889961314610651,0.116009495466682,0.0270133640056167,0.0725665907797833,0.135135764010699,0.0625691732309156,2.31623033761756,TRUE,6196,200
"glioma: TCGA->array-301","absd",0.227346571084111,0.202352198670872,0.251421093652197,0.0490688949813253,0.158522907726106,0.29040971794898,0.131886810222874,2.68778847114995,TRUE,6196,200
