"direction","n","replic","auc_er","er_lo","er_hi","auc_basal","basal_lo","basal_hi","auc_effsize","anchor_concordance_er"
"TCGA-BRCA -> METABRIC",59,0.254237288135593,0.598484848484849,0.436183973589436,0.740020408163265,0.474242424242424,0.295855934479055,0.666785714285714,0.53030303030303,0.83944495533819
"METABRIC -> TCGA-BRCA",2568,0.146806853582555,0.555916596348457,0.524492109052048,0.588390069676729,0.5421564224032,0.50979992801309,0.576460278307654,0.574098040331377,0.83944495533819
